,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,6,6,14,7,9,8,6,9,1,9,9,9,12,6,3,6,14,8,6,9,9,9,9,8,6,6,14,6,3,6,3,7,9,9,9,9,1,6,14,6,6,8,6,9,12,6,3,8,6,9,9,6,14,6,14,9,9,8,6,6,3,6,3,9,1,8,6,6,6,9,9,7,9,6,14,9,12,6,3,9,9,6,14,8,6,8,6,6,14,9,9,6,3,6,3,9,12,6,3,9,12,6,3,9,12,6,3,9,12
,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,3,8,6,6,9,9,12,7,14,7,15,2,0,13,3,8,9,9,14,7,14,7,9,9,3,8,0,13,0,13,6,6,14,7,12,7,3,8,1,8,9,9,15,2,0,13,9,9,14,7,3,8,3,8,14,7,9,9,0,13,0,13,12,7,9,9,1,8,14,7,6,6,3,8,15,2,0,13,14,7,3,8,9,9,9,9,3,8,14,7,0,13,0,13,15,2,0,13,15,2,0,13,15,2,0,13,15,2
,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,7,11,1,9,1,6,14,4,14,3,8,3,0,12,15,11,1,6,14,3,8,3,8,6,14,11,1,12,15,12,15,9,1,3,8,4,14,11,1,12,7,6,14,3,0,12,15,6,14,3,8,11,1,11,1,3,8,6,14,12,15,12,15,4,14,6,14,12,7,3,8,9,1,11,1,3,0,12,15,3,8,11,1,6,14,6,14,11,1,3,8,12,15,12,15,3,0,12,15,3,0,12,15,3,0,12,15,3,0
,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,7,11,1,9,1,6,14,4,14,3,8,3,0,12,15,11,1,6,14,3,8,3,8,6,14,11,1,12,15,12,15,9,1,3,8,4,14,11,1,12,7,6,14,3,0,12,15,6,14,3,8,11,1,11,1,3,8,6,14,12,15,12,15,4,14,6,14,12,7,3,8,9,1,11,1,3,0,12,15,3,8,11,1,6,14,6,14,11,1,3,8,12,15,12,15,3,0,12,15,3,0,12,15,3,0,12,15,3,0
,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,3,8,6,6,9,9,12,7,14,7,15,2,0,13,3,8,9,9,14,7,14,7,9,9,3,8,0,13,0,13,6,6,14,7,12,7,3,8,1,8,9,9,15,2,0,13,9,9,14,7,3,8,3,8,14,7,9,9,0,13,0,13,12,7,9,9,1,8,14,7,6,6,3,8,15,2,0,13,14,7,3,8,9,9,9,9,3,8,14,7,0,13,0,13,15,2,0,13,15,2,0,13,15,2,0,13,15,2
,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,6,6,14,7,9,8,6,9,1,9,9,9,12,6,3,6,14,8,6,9,9,9,9,8,6,6,14,6,3,6,3,7,9,9,9,9,1,6,14,6,6,8,6,9,12,6,3,8,6,9,9,6,14,6,14,9,9,8,6,6,3,6,3,9,1,8,6,6,6,9,9,7,9,6,14,9,12,6,3,9,9,6,14,8,6,8,6,6,14,9,9,6,3,6,3,9,12,6,3,9,12,6,3,9,12,6,3,9,12
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,8,4,14,6,14,9,1,11,1,12,7,12,15,3,0,4,14,9,1,12,7,12,7,9,1,4,14,3,0,3,0,6,14,12,7,11,1,4,14,3,8,9,1,12,15,3,0,9,1,12,7,4,14,4,14,12,7,9,1,3,0,3,0,11,1,9,1,3,8,12,7,6,14,4,14,12,15,3,0,12,7,4,14,9,1,9,1,4,14,12,7,3,0,3,0,12,15,3,0,12,15,3,0,12,15,3,0,12,15
,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,6,6,14,7,9,8,6,9,1,9,9,9,12,6,3,6,14,8,6,9,9,9,9,8,6,6,14,6,3,6,3,7,9,9,9,9,1,6,14,6,6,8,6,9,12,6,3,8,6,9,9,6,14,6,14,9,9,8,6,6,3,6,3,9,1,8,6,6,6,9,9,7,9,6,14,9,12,6,3,9,9,6,14,8,6,8,6,6,14,9,9,6,3,6,3,9,12,6,3,9,12,6,3,9,12,6,3,9,12
,15,2,15,2,15,2,15,2,15,2,15,2,15,2,15,2,15,2,14,7,12,7,9,9,6,6,3,8,1,8,0,13,15,2,12,7,6,6,1,8,1,8,6,6,12,7,15,2,15,2,9,9,1,8,3,8,12,7,14,7,6,6,0,13,15,2,6,6,1,8,12,7,12,7,1,8,6,6,15,2,15,2,3,8,6,6,14,7,1,8,9,9,12,7,0,13,15,2,1,8,12,7,6,6,6,6,12,7,1,8,15,2,15,2,0,13,15,2,0,13,15,2,0,13,15,2,0,13
,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,3,8,6,6,9,9,12,7,14,7,15,2,0,13,3,8,9,9,14,7,14,7,9,9,3,8,0,13,0,13,6,6,14,7,12,7,3,8,1,8,9,9,15,2,0,13,9,9,14,7,3,8,3,8,14,7,9,9,0,13,0,13,12,7,9,9,1,8,14,7,6,6,3,8,15,2,0,13,14,7,3,8,9,9,9,9,3,8,14,7,0,13,0,13,15,2,0,13,15,2,0,13,15,2,0,13,15,2
,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,9,9,1,8,6,7,9,6,14,6,6,6,3,9,12,9,1,7,9,6,6,6,6,7,9,9,1,9,12,9,12,8,6,6,6,6,14,9,1,9,9,7,9,6,3,9,12,7,9,6,6,9,1,9,1,6,6,7,9,9,12,9,12,6,14,7,9,9,9,6,6,8,6,9,1,6,3,9,12,6,6,9,1,7,9,7,9,9,1,6,6,9,12,9,12,6,3,9,12,6,3,9,12,6,3,9,12,6,3
,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,7,11,1,9,1,6,14,4,14,3,8,3,0,12,15,11,1,6,14,3,8,3,8,6,14,11,1,12,15,12,15,9,1,3,8,4,14,11,1,12,7,6,14,3,0,12,15,6,14,3,8,11,1,11,1,3,8,6,14,12,15,12,15,4,14,6,14,12,7,3,8,9,1,11,1,3,0,12,15,3,8,11,1,6,14,6,14,11,1,3,8,12,15,12,15,3,0,12,15,3,0,12,15,3,0,12,15,3,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,3,8,6,6,9,9,12,7,14,7,15,2,0,13,3,8,9,9,14,7,14,7,9,9,3,8,0,13,0,13,6,6,14,7,12,7,3,8,1,8,9,9,15,2,0,13,9,9,14,7,3,8,3,8,14,7,9,9,0,13,0,13,12,7,9,9,1,8,14,7,6,6,3,8,15,2,0,13,14,7,3,8,9,9,9,9,3,8,14,7,0,13,0,13,15,2,0,13,15,2,0,13,15,2,0,13,15,2
,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,7,11,1,9,1,6,14,4,14,3,8,3,0,12,15,11,1,6,14,3,8,3,8,6,14,11,1,12,15,12,15,9,1,3,8,4,14,11,1,12,7,6,14,3,0,12,15,6,14,3,8,11,1,11,1,3,8,6,14,12,15,12,15,4,14,6,14,12,7,3,8,9,1,11,1,3,0,12,15,3,8,11,1,6,14,6,14,11,1,3,8,12,15,12,15,3,0,12,15,3,0,12,15,3,0,12,15,3,0
,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,6,6,14,7,9,8,6,9,1,9,9,9,12,6,3,6,14,8,6,9,9,9,9,8,6,6,14,6,3,6,3,7,9,9,9,9,1,6,14,6,6,8,6,9,12,6,3,8,6,9,9,6,14,6,14,9,9,8,6,6,3,6,3,9,1,8,6,6,6,9,9,7,9,6,14,9,12,6,3,9,9,6,14,8,6,8,6,6,14,9,9,6,3,6,3,9,12,6,3,9,12,6,3,9,12,6,3,9,12
,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,6,6,14,7,9,8,6,9,1,9,9,9,12,6,3,6,14,8,6,9,9,9,9,8,6,6,14,6,3,6,3,7,9,9,9,9,1,6,14,6,6,8,6,9,12,6,3,8,6,9,9,6,14,6,14,9,9,8,6,6,3,6,3,9,1,8,6,6,6,9,9,7,9,6,14,9,12,6,3,9,9,6,14,8,6,8,6,6,14,9,9,6,3,6,3,9,12,6,3,9,12,6,3,9,12,6,3,9,12
,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,7,11,1,9,1,6,14,4,14,3,8,3,0,12,15,11,1,6,14,3,8,3,8,6,14,11,1,12,15,12,15,9,1,3,8,4,14,11,1,12,7,6,14,3,0,12,15,6,14,3,8,11,1,11,1,3,8,6,14,12,15,12,15,4,14,6,14,12,7,3,8,9,1,11,1,3,0,12,15,3,8,11,1,6,14,6,14,11,1,3,8,12,15,12,15,3,0,12,15,3,0,12,15,3,0,12,15,3,0
,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,8,3,8,6,6,9,9,12,7,14,7,15,2,0,13,3,8,9,9,14,7,14,7,9,9,3,8,0,13,0,13,6,6,14,7,12,7,3,8,1,8,9,9,15,2,0,13,9,9,14,7,3,8,3,8,14,7,9,9,0,13,0,13,12,7,9,9,1,8,14,7,6,6,3,8,15,2,0,13,14,7,3,8,9,9,9,9,3,8,14,7,0,13,0,13,15,2,0,13,15,2,0,13,15,2,0,13,15,2
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,12,15,9,12,6,3,3,0,0,13,0,0,15,15,12,15,6,3,0,13,0,13,6,3,12,15,15,15,15,15,9,12,0,13,3,0,12,15,15,2,6,3,0,0,15,15,6,3,0,13,12,15,12,15,0,13,6,3,15,15,15,15,3,0,6,3,15,2,0,13,9,12,12,15,0,0,15,15,0,13,12,15,6,3,6,3,12,15,0,13,15,15,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,3,9,12,12,15,15,2,15,15,0,0,3,0,9,12,15,2,15,2,9,12,3,0,0,0,0,0,6,3,15,2,12,15,3,0,0,13,9,12,15,15,0,0,9,12,15,2,3,0,3,0,15,2,9,12,0,0,0,0,12,15,9,12,0,13,15,2,6,3,3,0,15,15,0,0,15,2,3,0,9,12,9,12,3,0,15,2,0,0,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15
